bioguide_id,first_name,last_name,state_code,state_name,district_number,district_code,district_ordinal,party,chamber,title,title_short,website
H001059,Randy,Hultgren,IL,Illinois,14,IL14,14th,REPUBLICAN,HOUSE,Representative,Rep.,http://hultgren.house.gov
H001061,John,Hoeven,ND,North Dakota,,,,REPUBLICAN,SENATE,Senator,Sen.,http://www.hoeven.senate.gov
H001064,Denny,Heck,WA,Washington,10,WA10,10th,DEMOCRAT,HOUSE,Representative,Rep.,http://dennyheck.house.gov
H001065,George,Holding,NC,North Carolina,2,NC02,2nd,REPUBLICAN,HOUSE,Representative,Rep.,http://holding.house.gov
H001067,Richard,Hudson,NC,North Carolina,8,NC08,8th,REPUBLICAN,HOUSE,Representative,Rep.,https://hudson.house.gov
H001068,Jared,Huffman,CA,California,2,CA02,2nd,DEMOCRAT,HOUSE,Representative,Rep.,http://huffman.house.gov
H001069,Heidi,Heitkamp,ND,North Dakota,,,,DEMOCRAT,SENATE,Senator,Sen.,http://www.heitkamp.senate.gov/
H001071,Jody,Hice,GA,Georgia,10,GA10,10th,REPUBLICAN,HOUSE,Representative,Rep.,https://hice.house.gov
H001072,J.,Hill,AR,Arkansas,2,AR02,2nd,REPUBLICAN,HOUSE,Representative,Rep.,https://hill.house.gov
H001073,Will,Hurd,TX,Texas,23,TX23,23rd,REPUBLICAN,HOUSE,Representative,Rep.,https://hurd.house.gov
H001074,Trey,Hollingsworth,IN,Indiana,9,IN09,9th,REPUBLICAN,HOUSE,Representative,Rep.,https://hollingsworth.house.gov
H001075,Kamala D.,Harris,CA,California,,,,DEMOCRAT,SENATE,Senator,Sen.,http://www.harris.senate.gov
H001076,Margaret Wood,Hassan,NH,New Hampshire,,,,DEMOCRAT,SENATE,Senator,Sen.,http://www.hassan.senate.gov
H001077,Clay,Higgins,LA,Louisiana,3,LA03,3rd,REPUBLICAN,HOUSE,Representative,Rep.,https://clayhiggins.house.gov
I000024,James M.,Inhofe,OK,Oklahoma,,,,REPUBLICAN,SENATE,Senator,Sen.,http://www.inhofe.senate.gov/
I000055,Johnny,Isakson,GA,Georgia,,,,REPUBLICAN,SENATE,Senator,Sen.,http://www.isakson.senate.gov
I000056,Darrell,Issa,CA,California,49,CA49,49th,REPUBLICAN,HOUSE,Representative,Rep.,https://issa.house.gov
J000032,Sheila,Jackson Lee,TX,Texas,18,TX18,18th,DEMOCRAT,HOUSE,Representative,Rep.,http://jacksonlee.house.gov
J000126,Eddie,Johnson,TX,Texas,30,TX30,30th,DEMOCRAT,HOUSE,Representative,Rep.,http://ebjohnson.house.gov
J000174,Sam,Johnson,TX,Texas,3,TX03,3rd,REPUBLICAN,HOUSE,Representative,Rep.,http://samjohnson.house.gov
J000255,Walter,Jones,NC,North Carolina,3,NC03,3rd,REPUBLICAN,HOUSE,Representative,Rep.,http://jones.house.gov
J000288,Henry,Johnson,GA,Georgia,4,GA04,4th,DEMOCRAT,HOUSE,Representative,Rep.,https://hankjohnson.house.gov
J000289,Jim,Jordan,OH,Ohio,4,OH04,4th,REPUBLICAN,HOUSE,Representative,Rep.,http://jordan.house.gov
J000290,Lynn,Jenkins,KS,Kansas,2,KS02,2nd,REPUBLICAN,HOUSE,Representative,Rep.,https://lynnjenkins.house.gov
J000292,Bill,Johnson,OH,Ohio,6,OH06,6th,REPUBLICAN,HOUSE,Representative,Rep.,http://billjohnson.house.gov
J000293,Ron,Johnson,WI,Wisconsin,,,,REPUBLICAN,SENATE,Senator,Sen.,http://www.ronjohnson.senate.gov/
J000294,Hakeem,Jeffries,NY,New York,8,NY08,8th,DEMOCRAT,HOUSE,Representative,Rep.,http://jeffries.house.gov
J000295,David,Joyce,OH,Ohio,14,OH14,14th,REPUBLICAN,HOUSE,Representative,Rep.,https://joyce.house.gov
J000297,Evan,Jenkins,WV,West Virginia,3,WV03,3rd,REPUBLICAN,HOUSE,Representative,Rep.,https://evanjenkins.house.gov
J000298,Pramila,Jayapal,WA,Washington,7,WA07,7th,DEMOCRAT,HOUSE,Representative,Rep.,https://jayapal.house.gov
J000299,Mike,Johnson,LA,Louisiana,4,LA04,4th,REPUBLICAN,HOUSE,Representative,Rep.,https://mikejohnson.house.gov
K000009,Marcy,Kaptur,OH,Ohio,9,OH09,9th,DEMOCRAT,HOUSE,Representative,Rep.,https://kaptur.house.gov
K000188,Ron,Kind,WI,Wisconsin,3,WI03,3rd,DEMOCRAT,HOUSE,Representative,Rep.,https://kind.house.gov
K000210,Peter,King,NY,New York,2,NY02,2nd,REPUBLICAN,HOUSE,Representative,Rep.,http://peteking.house.gov
K000362,Steve,King,IA,Iowa,4,IA04,4th,REPUBLICAN,HOUSE,Representative,Rep.,https://steveking.house.gov
K000367,Amy,Klobuchar,MN,Minnesota,,,,DEMOCRAT,SENATE,Senator,Sen.,http://www.klobuchar.senate.gov/
K000375,William,Keating,MA,Massachusetts,9,MA09,9th,DEMOCRAT,HOUSE,Representative,Rep.,https://keating.house.gov
K000376,Mike,Kelly,PA,Pennsylvania,3,PA03,3rd,REPUBLICAN,HOUSE,Representative,Rep.,http://kelly.house.gov
K000378,Adam,Kinzinger,IL,Illinois,16,IL16,16th,REPUBLICAN,HOUSE,Representative,Rep.,http://kinzinger.house.gov
K000379,Joseph,Kennedy,MA,Massachusetts,4,MA04,4th,DEMOCRAT,HOUSE,Representative,Rep.,https://kennedy.house.gov
K000380,Daniel,Kildee,MI,Michigan,5,MI05,5th,DEMOCRAT,HOUSE,Representative,Rep.,http://dankildee.house.gov
K000381,Derek,Kilmer,WA,Washington,6,WA06,6th,DEMOCRAT,HOUSE,Representative,Rep.,https://kilmer.house.gov
K000382,Ann,Kuster,NH,New Hampshire,2,NH02,2nd,DEMOCRAT,HOUSE,Representative,Rep.,http://kuster.house.gov
K000383,"Angus S., Jr.",King,ME,Maine,,,,INDEPENDENT,SENATE,Senator,Sen.,http://www.king.senate.gov/
K000384,Tim,Kaine,VA,Virginia,,,,DEMOCRAT,SENATE,Senator,Sen.,http://www.kaine.senate.gov/
K000385,Robin,Kelly,IL,Illinois,2,IL02,2nd,DEMOCRAT,HOUSE,Representative,Rep.,https://robinkelly.house.gov
K000386,John,Katko,NY,New York,24,NY24,24th,REPUBLICAN,HOUSE,Representative,Rep.,https://katko.house.gov
K000387,Stephen,Knight,CA,California,25,CA25,25th,REPUBLICAN,HOUSE,Representative,Rep.,https://knight.house.gov
K000388,Trent,Kelly,MS,Mississippi,1,MS01,1st,REPUBLICAN,HOUSE,Representative,Rep.,https://trentkelly.house.gov
K000389,Ro,Khanna,CA,California,17,CA17,17th,DEMOCRAT,HOUSE,Representative,Rep.,https://khanna.house.gov
K000390,Ruben,Kihuen,NV,Nevada,4,NV04,4th,DEMOCRAT,HOUSE,Representative,Rep.,https://kihuen.house.gov
K000391,Raja,Krishnamoorthi,IL,Illinois,8,IL08,8th,DEMOCRAT,HOUSE,Representative,Rep.,https://krishnamoorthi.house.gov
K000392,David,Kustoff,TN,Tennessee,8,TN08,8th,REPUBLICAN,HOUSE,Representative,Rep.,https://kustoff.house.gov
K000393,John,Kennedy,LA,Louisiana,,,,REPUBLICAN,SENATE,Senator,Sen.,http://www.kennedy.senate.gov
L000174,Patrick J.,Leahy,VT,Vermont,,,,DEMOCRAT,SENATE,Senator,Sen.,http://www.leahy.senate.gov/
L000263,Sander,Levin,MI,Michigan,9,MI09,9th,DEMOCRAT,HOUSE,Representative,Rep.,http://levin.house.gov
L000287,John,Lewis,GA,Georgia,5,GA05,5th,DEMOCRAT,HOUSE,Representative,Rep.,https://johnlewis.house.gov
L000397,Zoe,Lofgren,CA,California,19,CA19,19th,DEMOCRAT,HOUSE,Representative,Rep.,https://lofgren.house.gov
L000480,Nita,Lowey,NY,New York,17,NY17,17th,DEMOCRAT,HOUSE,Representative,Rep.,https://lowey.house.gov
L000491,Frank,Lucas,OK,Oklahoma,3,OK03,3rd,REPUBLICAN,HOUSE,Representative,Rep.,http://lucas.house.gov
L000551,Barbara,Lee,CA,California,13,CA13,13th,DEMOCRAT,HOUSE,Representative,Rep.,https://lee.house.gov
L000554,Frank,LoBiondo,NJ,New Jersey,2,NJ02,2nd,REPUBLICAN,HOUSE,Representative,Rep.,http://lobiondo.house.gov
L000557,John,Larson,CT,Connecticut,1,CT01,1st,DEMOCRAT,HOUSE,Representative,Rep.,https://larson.house.gov
L000559,James,Langevin,RI,Rhode Island,2,RI02,2nd,DEMOCRAT,HOUSE,Representative,Rep.,http://langevin.house.gov
L000560,Rick,Larsen,WA,Washington,2,WA02,2nd,DEMOCRAT,HOUSE,Representative,Rep.,http://larsen.house.gov
L000562,Stephen,Lynch,MA,Massachusetts,8,MA08,8th,DEMOCRAT,HOUSE,Representative,Rep.,http://lynch.house.gov
L000563,Daniel,Lipinski,IL,Illinois,3,IL03,3rd,DEMOCRAT,HOUSE,Representative,Rep.,https://lipinski.house.gov
L000564,Doug,Lamborn,CO,Colorado,5,CO05,5th,REPUBLICAN,HOUSE,Representative,Rep.,http://lamborn.house.gov
L000565,David,Loebsack,IA,Iowa,2,IA02,2nd,DEMOCRAT,HOUSE,Representative,Rep.,http://loebsack.house.gov
L000566,Robert,Latta,OH,Ohio,5,OH05,5th,REPUBLICAN,HOUSE,Representative,Rep.,http://latta.house.gov
L000567,Leonard,Lance,NJ,New Jersey,7,NJ07,7th,REPUBLICAN,HOUSE,Representative,Rep.,http://lance.house.gov
L000569,Blaine,Luetkemeyer,MO,Missouri,3,MO03,3rd,REPUBLICAN,HOUSE,Representative,Rep.,http://luetkemeyer.house.gov
L000570,Ben,Luján,NM,New Mexico,3,NM03,3rd,DEMOCRAT,HOUSE,Representative,Rep.,https://lujan.house.gov
L000573,Raúl,Labrador,ID,Idaho,1,ID01,1st,REPUBLICAN,HOUSE,Representative,Rep.,https://labrador.house.gov
L000575,James,Lankford,OK,Oklahoma,,,,REPUBLICAN,SENATE,Senator,Sen.,http://www.lankford.senate.gov
L000576,Billy,Long,MO,Missouri,7,MO07,7th,REPUBLICAN,HOUSE,Representative,Rep.,https://long.house.gov
L000577,Mike,Lee,UT,Utah,,,,REPUBLICAN,SENATE,Senator,Sen.,http://www.lee.senate.gov/
L000578,Doug,LaMalfa,CA,California,1,CA01,1st,REPUBLICAN,HOUSE,Representative,Rep.,http://lamalfa.house.gov
L000579,Alan,Lowenthal,CA,California,47,CA47,47th,DEMOCRAT,HOUSE,Representative,Rep.,http://lowenthal.house.gov
L000580,Michelle,Lujan Grisham,NM,New Mexico,1,NM01,1st,DEMOCRAT,HOUSE,Representative,Rep.,https://lujangrisham.house.gov
L000581,Brenda,Lawrence,MI,Michigan,14,MI14,14th,DEMOCRAT,HOUSE,Representative,Rep.,https://lawrence.house.gov
L000582,Ted,Lieu,CA,California,33,CA33,33rd,DEMOCRAT,HOUSE,Representative,Rep.,https://lieu.house.gov
L000583,Barry,Loudermilk,GA,Georgia,11,GA11,11th,REPUBLICAN,HOUSE,Representative,Rep.,http://loudermilk.house.gov
L000584,Mia,Love,UT,Utah,4,UT04,4th,REPUBLICAN,HOUSE,Representative,Rep.,https://love.house.gov
L000585,Darin,LaHood,IL,Illinois,18,IL18,18th,REPUBLICAN,HOUSE,Representative,Rep.,https://lahood.house.gov
L000586,Al,Lawson,FL,Florida,5,FL05,5th,DEMOCRAT,HOUSE,Representative,Rep.,https://lawson.house.gov
L000587,Jason,Lewis,MN,Minnesota,2,MN02,2nd,REPUBLICAN,HOUSE,Representative,Rep.,https://jasonlewis.house.gov
M000087,Carolyn,Maloney,NY,New York,12,NY12,12th,DEMOCRAT,HOUSE,Representative,Rep.,http://maloney.house.gov
M000133,Edward J.,Markey,MA,Massachusetts,,,,DEMOCRAT,SENATE,Senator,Sen.,http://www.markey.senate.gov/
M000303,John,McCain,AZ,Arizona,,,,REPUBLICAN,SENATE,Senator,Sen.,http://www.mccain.senate.gov/
M000312,James,McGovern,MA,Massachusetts,2,MA02,2nd,DEMOCRAT,HOUSE,Representative,Rep.,http://mcgovern.house.gov
M000355,Mitch,McConnell,KY,Kentucky,,,,REPUBLICAN,SENATE,Senator,Sen.,http://www.mcconnell.senate.gov/
M000639,Robert,Menendez,NJ,New Jersey,,,,DEMOCRAT,SENATE,Senator,Sen.,http://www.menendez.senate.gov/
M000934,Jerry,Moran,KS,Kansas,,,,REPUBLICAN,SENATE,Senator,Sen.,http://www.moran.senate.gov
M001111,Patty,Murray,WA,Washington,,,,DEMOCRAT,SENATE,Senator,Sen.,http://www.murray.senate.gov/
M001137,Gregory,Meeks,NY,New York,5,NY05,5th,DEMOCRAT,HOUSE,Representative,Rep.,http://meeks.house.gov
M001143,Betty,McCollum,MN,Minnesota,4,MN04,4th,DEMOCRAT,HOUSE,Representative,Rep.,http://mccollum.house.gov
M001151,Tim,Murphy,PA,Pennsylvania,18,PA18,18th,REPUBLICAN,HOUSE,Representative,Rep.,https://murphy.house.gov
M001153,Lisa,Murkowski,AK,Alaska,,,,REPUBLICAN,SENATE,Senator,Sen.,http://www.murkowski.senate.gov/
M001156,Patrick,McHenry,NC,North Carolina,10,NC10,10th,REPUBLICAN,HOUSE,Representative,Rep.,http://mchenry.house.gov
M001157,Michael,McCaul,TX,Texas,10,TX10,10th,REPUBLICAN,HOUSE,Representative,Rep.,http://mccaul.house.gov
M001158,Kenny,Marchant,TX,Texas,24,TX24,24th,REPUBLICAN,HOUSE,Representative,Rep.,https://marchant.house.gov
M001159,Cathy,McMorris Rodgers,WA,Washington,5,WA05,5th,REPUBLICAN,HOUSE,Representative,Rep.,http://mcmorris.house.gov
M001160,Gwen,Moore,WI,Wisconsin,4,WI04,4th,DEMOCRAT,HOUSE,Representative,Rep.,https://gwenmoore.house.gov
M001163,Doris,Matsui,CA,California,6,CA06,6th,DEMOCRAT,HOUSE,Representative,Rep.,https://matsui.house.gov
M001165,Kevin,McCarthy,CA,California,23,CA23,23rd,REPUBLICAN,HOUSE,Representative,Rep.,http://kevinmccarthy.house.gov
M001166,Jerry,McNerney,CA,California,9,CA09,9th,DEMOCRAT,HOUSE,Representative,Rep.,http://mcnerney.house.gov
M001169,Christopher,Murphy,CT,Connecticut,,,,DEMOCRAT,SENATE,Senator,Sen.,http://www.murphy.senate.gov/
M001170,Claire,McCaskill,MO,Missouri,,,,DEMOCRAT,SENATE,Senator,Sen.,http://www.mccaskill.senate.gov/
M001176,Jeff,Merkley,OR,Oregon,,,,DEMOCRAT,SENATE,Senator,Sen.,http://www.merkley.senate.gov
M001177,Tom,McClintock,CA,California,4,CA04,4th,REPUBLICAN,HOUSE,Representative,Rep.,http://mcclintock.house.gov
M001179,Tom,Marino,PA,Pennsylvania,10,PA10,10th,REPUBLICAN,HOUSE,Representative,Rep.,https://marino.house.gov
M001180,David,McKinley,WV,West Virginia,1,WV01,1st,REPUBLICAN,HOUSE,Representative,Rep.,https://mckinley.house.gov
M001181,Patrick,Meehan,PA,Pennsylvania,7,PA07,7th,REPUBLICAN,HOUSE,Representative,Rep.,https://meehan.house.gov
M001182,Mick,Mulvaney,SC,South Carolina,5,SC05,5th,REPUBLICAN,HOUSE,Representative,Rep.,https://mulvaney.house.gov
M001183,"Joe, III",Manchin,WV,West Virginia,,,,DEMOCRAT,SENATE,Senator,Sen.,http://www.manchin.senate.gov/
M001184,Thomas,Massie,KY,Kentucky,4,KY04,4th,REPUBLICAN,HOUSE,Representative,Rep.,https://massie.house.gov
M001185,Sean,Maloney,NY,New York,18,NY18,18th,DEMOCRAT,HOUSE,Representative,Rep.,http://seanmaloney.house.gov
M001187,Mark,Meadows,NC,North Carolina,11,NC11,11th,REPUBLICAN,HOUSE,Representative,Rep.,https://meadows.house.gov
M001188,Grace,Meng,NY,New York,6,NY06,6th,DEMOCRAT,HOUSE,Representative,Rep.,http://meng.house.gov
M001189,Luke,Messer,IN,Indiana,6,IN06,6th,REPUBLICAN,HOUSE,Representative,Rep.,https://messer.house.gov
M001190,Markwayne,Mullin,OK,Oklahoma,2,OK02,2nd,REPUBLICAN,HOUSE,Representative,Rep.,https://mullin.house.gov
M001193,Thomas,MacArthur,NJ,New Jersey,3,NJ03,3rd,REPUBLICAN,HOUSE,Representative,Rep.,https://macarthur.house.gov
M001194,John,Moolenaar,MI,Michigan,4,MI04,4th,REPUBLICAN,HOUSE,Representative,Rep.,https://moolenaar.house.gov
M001195,Alexander,Mooney,WV,West Virginia,2,WV02,2nd,REPUBLICAN,HOUSE,Representative,Rep.,https://mooney.house.gov
M001196,Seth,Moulton,MA,Massachusetts,6,MA06,6th,DEMOCRAT,HOUSE,Representative,Rep.,http://moulton.house.gov
M001197,Martha,McSally,AZ,Arizona,2,AZ02,2nd,REPUBLICAN,HOUSE,Representative,Rep.,https://mcsally.house.gov
M001198,Roger,Marshall,KS,Kansas,1,KS01,1st,REPUBLICAN,HOUSE,Representative,Rep.,https://marshall.house.gov
M001199,Brian,Mast,FL,Florida,18,FL18,18th,REPUBLICAN,HOUSE,Representative,Rep.,https://mast.house.gov
M001200,A.,McEachin,VA,Virginia,4,VA04,4th,DEMOCRAT,HOUSE,Representative,Rep.,https://mceachin.house.gov
M001201,Paul,Mitchell,MI,Michigan,10,MI10,10th,REPUBLICAN,HOUSE,Representative,Rep.,https://mitchell.house.gov
M001202,Stephanie,Murphy,FL,Florida,7,FL07,7th,DEMOCRAT,HOUSE,Representative,Rep.,https://stephaniemurphy.house.gov
N000002,Jerrold,Nadler,NY,New York,10,NY10,10th,DEMOCRAT,HOUSE,Representative,Rep.,http://nadler.house.gov
N000015,Richard,Neal,MA,Massachusetts,1,MA01,1st,DEMOCRAT,HOUSE,Representative,Rep.,https://neal.house.gov
N000032,Bill,Nelson,FL,Florida,,,,DEMOCRAT,SENATE,Senator,Sen.,http://www.billnelson.senate.gov/
N000127,Richard,Nolan,MN,Minnesota,8,MN08,8th,DEMOCRAT,HOUSE,Representative,Rep.,http://nolan.house.gov
N000147,Eleanor,Norton,DC,District of Columbia,0,DC00,At-Large,DEMOCRAT,HOUSE,Representative,Rep.,https://norton.house.gov
N000179,Grace,Napolitano,CA,California,32,CA32,32nd,DEMOCRAT,HOUSE,Representative,Rep.,http://napolitano.house.gov
N000181,Devin,Nunes,CA,California,22,CA22,22nd,REPUBLICAN,HOUSE,Representative,Rep.,http://nunes.house.gov
N000184,Kristi,Noem,SD,South Dakota,0,SD00,At-Large,REPUBLICAN,HOUSE,Representative,Rep.,https://noem.house.gov
N000188,Donald,Norcross,NJ,New Jersey,1,NJ01,1st,DEMOCRAT,HOUSE,Representative,Rep.,https://norcross.house.gov
N000189,Dan,Newhouse,WA,Washington,4,WA04,4th,REPUBLICAN,HOUSE,Representative,Rep.,https://newhouse.house.gov
O000168,Pete,Olson,TX,Texas,22,TX22,22nd,REPUBLICAN,HOUSE,Representative,Rep.,https://olson.house.gov
O000170,Beto,O'Rourke,TX,Texas,16,TX16,16th,DEMOCRAT,HOUSE,Representative,Rep.,http://orourke.house.gov
O000171,Tom,O'Halleran,AZ,Arizona,1,AZ01,1st,DEMOCRAT,HOUSE,Representative,Rep.,https://ohalleran.house.gov
P000034,Frank,Pallone,NJ,New Jersey,6,NJ06,6th,DEMOCRAT,HOUSE,Representative,Rep.,https://pallone.house.gov
P000096,Bill,Pascrell,NJ,New Jersey,9,NJ09,9th,DEMOCRAT,HOUSE,Representative,Rep.,http://pascrell.house.gov
P000197,Nancy,Pelosi,CA,California,12,CA12,12th,DEMOCRAT,HOUSE,Representative,Rep.,http://pelosi.house.gov
P000258,Collin,Peterson,MN,Minnesota,7,MN07,7th,DEMOCRAT,HOUSE,Representative,Rep.,http://collinpeterson.house.gov
P000449,Rob,Portman,OH,Ohio,,,,REPUBLICAN,SENATE,Senator,Sen.,http://www.portman.senate.gov
P000523,David,Price,NC,North Carolina,4,NC04,4th,DEMOCRAT,HOUSE,Representative,Rep.,https://price.house.gov
P000588,Stevan,Pearce,NM,New Mexico,2,NM02,2nd,REPUBLICAN,HOUSE,Representative,Rep.,http://pearce.house.gov
P000591,Tom,Price,GA,Georgia,6,GA06,6th,REPUBLICAN,HOUSE,Representative,Rep.,https://tomprice.house.gov
P000592,Ted,Poe,TX,Texas,2,TX02,2nd,REPUBLICAN,HOUSE,Representative,Rep.,https://poe.house.gov
P000593,Ed,Perlmutter,CO,Colorado,7,CO07,7th,DEMOCRAT,HOUSE,Representative,Rep.,https://perlmutter.house.gov
P000594,Erik,Paulsen,MN,Minnesota,3,MN03,3rd,REPUBLICAN,HOUSE,Representative,Rep.,https://paulsen.house.gov
P000595,Gary C.,Peters,MI,Michigan,,,,DEMOCRAT,SENATE,Senator,Sen.,http://www.peters.senate.gov
P000597,Chellie,Pingree,ME,Maine,1,ME01,1st,DEMOCRAT,HOUSE,Representative,Rep.,https://pingree.house.gov
P000598,Jared,Polis,CO,Colorado,2,CO02,2nd,DEMOCRAT,HOUSE,Representative,Rep.,http://polis.house.gov
P000599,Bill,Posey,FL,Florida,8,FL08,8th,REPUBLICAN,HOUSE,Representative,Rep.,http://posey.house.gov
P000601,Steven,Palazzo,MS,Mississippi,4,MS04,4th,REPUBLICAN,HOUSE,Representative,Rep.,http://palazzo.house.gov
P000602,Mike,Pompeo,KS,Kansas,4,KS04,4th,REPUBLICAN,HOUSE,Representative,Rep.,http://pompeo.house.gov
P000603,Rand,Paul,KY,Kentucky,,,,REPUBLICAN,SENATE,Senator,Sen.,http://www.paul.senate.gov
P000604,Donald,Payne,NJ,New Jersey,10,NJ10,10th,DEMOCRAT,HOUSE,Representative,Rep.,http://payne.house.gov
P000605,Scott,Perry,PA,Pennsylvania,4,PA04,4th,REPUBLICAN,HOUSE,Representative,Rep.,http://perry.house.gov
P000606,Robert,Pittenger,NC,North Carolina,9,NC09,9th,REPUBLICAN,HOUSE,Representative,Rep.,https://pittenger.house.gov
P000607,Mark,Pocan,WI,Wisconsin,2,WI02,2nd,DEMOCRAT,HOUSE,Representative,Rep.,http://pocan.house.gov
P000608,Scott,Peters,CA,California,52,CA52,52nd,DEMOCRAT,HOUSE,Representative,Rep.,http://scottpeters.house.gov
P000609,Gary,Palmer,AL,Alabama,6,AL06,6th,REPUBLICAN,HOUSE,Representative,Rep.,https://palmer.house.gov
P000610,Stacey,Plaskett,VI,Virgin Islands of the U.S.,0,VI00,At-Large,DEMOCRAT,HOUSE,Representative,Rep.,https://plaskett.house.gov
P000611,Bruce,Poliquin,ME,Maine,2,ME02,2nd,REPUBLICAN,HOUSE,Representative,Rep.,https://poliquin.house.gov
P000612,David,Perdue,GA,Georgia,,,,REPUBLICAN,SENATE,Senator,Sen.,http://www.perdue.senate.gov
P000613,Jimmy,Panetta,CA,California,20,CA20,20th,DEMOCRAT,HOUSE,Representative,Rep.,https://panetta.house.gov
Q000023,Mike,Quigley,IL,Illinois,5,IL05,5th,DEMOCRAT,HOUSE,Representative,Rep.,https://quigley.house.gov
R000122,Jack,Reed,RI,Rhode Island,,,,DEMOCRAT,SENATE,Senator,Sen.,http://www.reed.senate.gov/
R000307,Pat,Roberts,KS,Kansas,,,,REPUBLICAN,SENATE,Senator,Sen.,http://www.roberts.senate.gov/
R000395,Harold,Rogers,KY,Kentucky,5,KY05,5th,REPUBLICAN,HOUSE,Representative,Rep.,http://halrogers.house.gov
R000409,Dana,Rohrabacher,CA,California,48,CA48,48th,REPUBLICAN,HOUSE,Representative,Rep.,https://rohrabacher.house.gov
R000435,Ileana,Ros-Lehtinen,FL,Florida,27,FL27,27th,REPUBLICAN,HOUSE,Representative,Rep.,http://ros-lehtinen.house.gov
R000486,Lucille,Roybal-Allard,CA,California,40,CA40,40th,DEMOCRAT,HOUSE,Representative,Rep.,http://roybal-allard.house.gov
R000487,Edward,Royce,CA,California,39,CA39,39th,REPUBLICAN,HOUSE,Representative,Rep.,http://royce.house.gov
R000515,Bobby,Rush,IL,Illinois,1,IL01,1st,DEMOCRAT,HOUSE,Representative,Rep.,http://rush.house.gov
R000570,Paul,Ryan,WI,Wisconsin,1,WI01,1st,REPUBLICAN,HOUSE,Representative,Rep.,http://paulryan.house.gov
R000575,Mike,Rogers,AL,Alabama,3,AL03,3rd,REPUBLICAN,HOUSE,Representative,Rep.,https://mikerogers.house.gov
R000576,C.,Ruppersberger,MD,Maryland,2,MD02,2nd,DEMOCRAT,HOUSE,Representative,Rep.,http://ruppersberger.house.gov
R000577,Tim,Ryan,OH,Ohio,13,OH13,13th,DEMOCRAT,HOUSE,Representative,Rep.,http://timryan.house.gov
R000578,David,Reichert,WA,Washington,8,WA08,8th,REPUBLICAN,HOUSE,Representative,Rep.,http://reichert.house.gov
R000580,Peter,Roskam,IL,Illinois,6,IL06,6th,REPUBLICAN,HOUSE,Representative,Rep.,https://roskam.house.gov
R000582,David,Roe,TN,Tennessee,1,TN01,1st,REPUBLICAN,HOUSE,Representative,Rep.,http://roe.house.gov
R000583,Thomas,Rooney,FL,Florida,17,FL17,17th,REPUBLICAN,HOUSE,Representative,Rep.,https://rooney.house.gov
R000584,James E.,Risch,ID,Idaho,,,,REPUBLICAN,SENATE,Senator,Sen.,http://www.risch.senate.gov
R000585,Tom,Reed,NY,New York,23,NY23,23rd,REPUBLICAN,HOUSE,Representative,Rep.,https://reed.house.gov
R000586,James,Renacci,OH,Ohio,16,OH16,16th,REPUBLICAN,HOUSE,Representative,Rep.,https://renacci.house.gov
R000588,Cedric,Richmond,LA,Louisiana,2,LA02,2nd,DEMOCRAT,HOUSE,Representative,Rep.,https://richmond.house.gov
R000591,Martha,Roby,AL,Alabama,2,AL02,2nd,REPUBLICAN,HOUSE,Representative,Rep.,http://roby.house.gov
R000592,Todd,Rokita,IN,Indiana,4,IN04,4th,REPUBLICAN,HOUSE,Representative,Rep.,http://rokita.house.gov
R000593,Dennis,Ross,FL,Florida,15,FL15,15th,REPUBLICAN,HOUSE,Representative,Rep.,http://dennisross.house.gov
R000595,Marco,Rubio,FL,Florida,,,,REPUBLICAN,SENATE,Senator,Sen.,http://www.rubio.senate.gov
R000597,Tom,Rice,SC,South Carolina,7,SC07,7th,REPUBLICAN,HOUSE,Representative,Rep.,http://rice.house.gov
R000598,Keith,Rothfus,PA,Pennsylvania,12,PA12,12th,REPUBLICAN,HOUSE,Representative,Rep.,https://rothfus.house.gov
R000599,Raul,Ruiz,CA,California,36,CA36,36th,DEMOCRAT,HOUSE,Representative,Rep.,https://ruiz.house.gov
R000600,Aumua Amata,Radewagen,AS,American Samoa,0,AQ00,At-Large,REPUBLICAN,HOUSE,Representative,Rep.,https://radewagen.house.gov
R000601,John,Ratcliffe,TX,Texas,4,TX04,4th,REPUBLICAN,HOUSE,Representative,Rep.,https://ratcliffe.house.gov
R000602,Kathleen,Rice,NY,New York,4,NY04,4th,DEMOCRAT,HOUSE,Representative,Rep.,http://kathleenrice.house.gov
R000603,David,Rouzer,NC,North Carolina,7,NC07,7th,REPUBLICAN,HOUSE,Representative,Rep.,https://rouzer.house.gov
R000604,Steve,Russell,OK,Oklahoma,5,OK05,5th,REPUBLICAN,HOUSE,Representative,Rep.,https://russell.house.gov
R000605,Mike,Rounds,SD,South Dakota,,,,REPUBLICAN,SENATE,Senator,Sen.,http://www.rounds.senate.gov
R000606,Jamie,Raskin,MD,Maryland,8,MD08,8th,DEMOCRAT,HOUSE,Representative,Rep.,https://raskin.house.gov
R000607,Francis,Rooney,FL,Florida,19,FL19,19th,REPUBLICAN,HOUSE,Representative,Rep.,https://francisrooney.house.gov
R000608,Jacky,Rosen,NV,Nevada,3,NV03,3rd,DEMOCRAT,HOUSE,Representative,Rep.,https://rosen.house.gov
R000609,John,Rutherford,FL,Florida,4,FL04,4th,REPUBLICAN,HOUSE,Representative,Rep.,https://rutherford.house.gov
S000033,Bernard,Sanders,VT,Vermont,,,,INDEPENDENT,SENATE,Senator,Sen.,http://www.sanders.senate.gov/
